latitude,longitude
43.54,-87.62
43.54,-87.58
43.54,-87.54
43.54,-87.5
43.54,-87.46
43.54,-87.42
43.54,-87.38
43.54,-87.34
43.54,-87.3
43.54,-87.26
43.54,-87.22
43.54,-87.18
43.54,-87.14
43.54,-87.1
43.54,-87.06
43.54,-87.02
43.54,-86.98
43.54,-86.94
43.54,-86.9
43.54,-86.86
43.54,-86.82
43.54,-86.78
43.54,-86.74
43.54,-86.7
43.54,-86.66
43.54,-86.62
43.54,-86.58
43.54,-86.54
43.58,-87.74
43.58,-87.7
43.58,-87.66
43.58,-87.62
43.58,-87.58
43.58,-87.54
43.58,-87.5
43.58,-87.46
43.58,-87.42
43.58,-87.38
43.58,-87.34
43.58,-87.3
43.58,-87.26
43.58,-87.22
43.58,-87.18
43.58,-87.14
43.58,-87.1
43.58,-87.06
43.58,-87.02
43.58,-86.98
43.58,-86.94
43.58,-86.9
43.58,-86.86
43.58,-86.82
43.58,-86.78
43.58,-86.74
43.58,-86.7
43.58,-86.66
43.58,-86.62
43.58,-86.58
43.58,-86.54
43.62,-87.74
43.62,-87.7
43.62,-87.66
43.62,-87.62
43.62,-87.58
43.62,-87.54
43.62,-87.5
43.62,-87.46
43.62,-87.42
43.62,-87.38
43.62,-87.34
43.62,-87.3
43.62,-87.26
43.62,-87.22
43.62,-87.18
43.62,-87.14
43.62,-87.1
43.62,-87.06
43.62,-87.02
43.62,-86.98
43.62,-86.94
43.62,-86.9
43.62,-86.86
43.62,-86.82
43.62,-86.78
43.62,-86.74
43.62,-86.7
43.62,-86.66
43.62,-86.62
43.62,-86.58
43.66,-87.7
43.66,-87.66
43.66,-87.62
43.66,-87.58
43.66,-87.54
43.66,-87.5
43.66,-87.46
43.66,-87.42
43.66,-87.38
43.66,-87.34
43.66,-87.3
43.66,-87.26
43.66,-87.22
43.66,-87.18
43.66,-87.14
43.66,-87.1
43.66,-87.06
43.66,-87.02
43.66,-86.98
43.66,-86.94
43.66,-86.9
43.66,-86.86
43.66,-86.82
43.66,-86.78
43.66,-86.74
43.66,-86.7
43.66,-86.66
43.66,-86.62
43.66,-86.58
43.7,-87.66
43.7,-87.62
43.7,-87.58
43.7,-87.54
43.7,-87.5
43.7,-87.46
43.7,-87.42
43.7,-87.38
43.7,-87.34
43.7,-87.3
43.7,-87.26
43.7,-87.22
43.7,-87.18
43.7,-87.14
43.7,-87.1
43.7,-87.06
43.7,-87.02
43.7,-86.98
43.7,-86.94
43.7,-86.9
43.7,-86.86
43.7,-86.82
43.7,-86.78
43.7,-86.74
43.7,-86.7
43.7,-86.66
43.7,-86.62
43.7,-86.58
43.74,-87.66
43.74,-87.62
43.74,-87.58
43.74,-87.54
43.74,-87.5
43.74,-87.46
43.74,-87.42
43.74,-87.38
43.74,-87.34
43.74,-87.3
43.74,-87.26
43.74,-87.22
43.74,-87.18
43.74,-87.14
43.74,-87.1
43.74,-87.06
43.74,-87.02
43.74,-86.98
43.74,-86.94
43.74,-86.9
43.74,-86.86
43.74,-86.82
43.74,-86.78
43.74,-86.74
43.74,-86.7
43.74,-86.66
43.74,-86.62
43.74,-86.58
43.74,-86.54
43.74,-86.5
43.78,-87.66
43.78,-87.62
43.78,-87.58
43.78,-87.54
43.78,-87.5
43.78,-87.46
43.78,-87.42
43.78,-87.38
43.78,-87.34
43.78,-87.3
43.78,-87.26
43.78,-87.22
43.78,-87.18
43.78,-87.14
43.78,-87.1
43.78,-87.06
43.78,-87.02
43.78,-86.98
43.78,-86.94
43.78,-86.9
43.78,-86.86
43.78,-86.82
43.78,-86.78
43.78,-86.74
43.78,-86.7
43.78,-86.66
43.78,-86.62
43.78,-86.58
43.78,-86.54
43.78,-86.5
43.78,-86.46
43.82,-87.7
43.82,-87.66
43.82,-87.62
43.82,-87.58
43.82,-87.54
43.82,-87.5
43.82,-87.46
43.82,-87.42
43.82,-87.38
43.82,-87.34
43.82,-87.3
43.82,-87.26
43.82,-87.22
43.82,-87.18
43.82,-87.14
43.82,-87.1
43.82,-87.06
43.82,-87.02
43.82,-86.98
43.82,-86.94
43.82,-86.9
43.82,-86.86
43.82,-86.82
43.82,-86.78
43.82,-86.74
43.82,-86.7
43.82,-86.66
43.82,-86.62
43.82,-86.58
43.82,-86.54
43.82,-86.5
43.82,-86.46
43.86,-87.7
43.86,-87.66
43.86,-87.62
43.86,-87.58
43.86,-87.54
43.86,-87.5
43.86,-87.46
43.86,-87.42
43.86,-87.38
43.86,-87.34
43.86,-87.3
43.86,-87.26
43.86,-87.22
43.86,-87.18
43.86,-87.14
43.86,-87.1
43.86,-87.06
43.86,-87.02
43.86,-86.98
43.86,-86.94
43.86,-86.9
43.86,-86.86
43.86,-86.82
43.86,-86.78
43.86,-86.74
43.86,-86.7
43.86,-86.66
43.86,-86.62
43.86,-86.58
43.86,-86.54
43.86,-86.5
43.9,-87.7
43.9,-87.66
43.9,-87.62
43.9,-87.58
43.9,-87.54
43.9,-87.5
43.9,-87.46
43.9,-87.42
43.9,-87.38
43.9,-87.34
43.9,-87.3
43.9,-87.26
43.9,-87.22
43.9,-87.18
43.9,-87.14
43.9,-87.1
43.9,-87.06
43.9,-87.02
43.9,-86.98
43.9,-86.94
43.9,-86.9
43.9,-86.86
43.9,-86.82
43.9,-86.78
43.9,-86.74
43.9,-86.7
43.9,-86.66
43.9,-86.62
43.9,-86.58
43.9,-86.54
43.9,-86.5
43.94,-87.7
43.94,-87.66
43.94,-87.62
43.94,-87.58
43.94,-87.54
43.94,-87.5
43.94,-87.46
43.94,-87.42
43.94,-87.38
43.94,-87.34
43.94,-87.3
43.94,-87.26
43.94,-87.22
43.94,-87.18
43.94,-87.14
43.94,-87.1
43.94,-87.06
43.94,-87.02
43.94,-86.98
43.94,-86.94
43.94,-86.9
43.94,-86.86
43.94,-86.82
43.94,-86.78
43.94,-86.74
43.94,-86.7
43.94,-86.66
43.94,-86.62
43.94,-86.58
43.94,-86.54
43.94,-86.5
43.98,-87.66
43.98,-87.62
43.98,-87.58
43.98,-87.54
43.98,-87.5
43.98,-87.46
43.98,-87.42
43.98,-87.38
43.98,-87.34
43.98,-87.3
43.98,-87.26
43.98,-87.22
43.98,-87.18
43.98,-87.14
43.98,-87.1
43.98,-87.06
43.98,-87.02
43.98,-86.98
43.98,-86.94
43.98,-86.9
43.98,-86.86
43.98,-86.82
43.98,-86.78
43.98,-86.74
43.98,-86.7
43.98,-86.66
43.98,-86.62
43.98,-86.58
43.98,-86.54
43.98,-86.5
44.02,-87.66
44.02,-87.62
44.02,-87.58
44.02,-87.54
44.02,-87.5
44.02,-87.46
44.02,-87.42
44.02,-87.38
44.02,-87.34
44.02,-87.3
44.02,-87.26
44.02,-87.22
44.02,-87.18
44.02,-87.14
44.02,-87.1
44.02,-87.06
44.02,-87.02
44.02,-86.98
44.02,-86.94
44.02,-86.9
44.02,-86.86
44.02,-86.82
44.02,-86.78
44.02,-86.74
44.02,-86.7
44.02,-86.66
44.02,-86.62
44.02,-86.58
44.02,-86.54
44.06,-87.62
44.06,-87.58
44.06,-87.54
44.06,-87.5
44.06,-87.46
44.06,-87.42
44.06,-87.38
44.06,-87.34
44.06,-87.3
44.06,-87.26
44.06,-87.22
44.06,-87.18
44.06,-87.14
44.06,-87.1
44.06,-87.06
44.06,-87.02
44.06,-86.98
44.06,-86.94
44.06,-86.9
44.06,-86.86
44.06,-86.82
44.06,-86.78
44.06,-86.74
44.06,-86.7
44.06,-86.66
44.06,-86.62
44.06,-86.58
44.06,-86.54
44.1,-87.62
44.1,-87.58
44.1,-87.54
44.1,-87.5
44.1,-87.46
44.1,-87.42
44.1,-87.38
44.1,-87.34
44.1,-87.3
44.1,-87.26
44.1,-87.22
44.1,-87.18
44.1,-87.14
44.1,-87.1
44.1,-87.06
44.1,-87.02
44.1,-86.98
44.1,-86.94
44.1,-86.9
44.1,-86.86
44.1,-86.82
44.1,-86.78
44.1,-86.74
44.1,-86.7
44.1,-86.66
44.1,-86.62
44.1,-86.58
44.1,-86.54
44.14,-87.54
44.14,-87.5
44.14,-87.46
44.14,-87.42
44.14,-87.38
44.14,-87.34
44.14,-87.3
44.14,-87.26
44.14,-87.22
44.14,-87.18
44.14,-87.14
44.14,-87.1
44.14,-87.06
44.14,-87.02
44.14,-86.98
44.14,-86.94
44.14,-86.9
44.14,-86.86
44.14,-86.82
44.14,-86.78
44.14,-86.74
44.14,-86.7
44.14,-86.66
44.14,-86.62
44.14,-86.58
44.14,-86.54
44.14,-86.5
44.14,-86.46
44.18,-87.5
44.18,-87.46
44.18,-87.42
44.18,-87.38
44.18,-87.34
44.18,-87.3
44.18,-87.26
44.18,-87.22
44.18,-87.18
44.18,-87.14
44.18,-87.1
44.18,-87.06
44.18,-87.02
44.18,-86.98
44.18,-86.94
44.18,-86.9
44.18,-86.86
44.18,-86.82
44.18,-86.78
44.18,-86.74
44.18,-86.7
44.18,-86.66
44.18,-86.62
44.18,-86.58
44.18,-86.54
44.18,-86.5
44.18,-86.46
44.18,-86.42
44.22,-87.5
44.22,-87.46
44.22,-87.42
44.22,-87.38
44.22,-87.34
44.22,-87.3
44.22,-87.26
44.22,-87.22
44.22,-87.18
44.22,-87.14
44.22,-87.1
44.22,-87.06
44.22,-87.02
44.22,-86.98
44.22,-86.94
44.22,-86.9
44.22,-86.86
44.22,-86.82
44.22,-86.78
44.22,-86.74
44.22,-86.7
44.22,-86.66
44.22,-86.62
44.22,-86.58
44.22,-86.54
44.22,-86.5
44.22,-86.46
44.22,-86.42
44.26,-87.5
44.26,-87.46
44.26,-87.42
44.26,-87.38
44.26,-87.34
44.26,-87.3
44.26,-87.26
44.26,-87.22
44.26,-87.18
44.26,-87.14
44.26,-87.1
44.26,-87.06
44.26,-87.02
44.26,-86.98
44.26,-86.94
44.26,-86.9
44.26,-86.86
44.26,-86.82
44.26,-86.78
44.26,-86.74
44.26,-86.7
44.26,-86.66
44.26,-86.62
44.26,-86.58
44.26,-86.54
44.26,-86.5
44.26,-86.46
44.26,-86.42
44.26,-86.38
44.3,-87.5
44.3,-87.46
44.3,-87.42
44.3,-87.38
44.3,-87.34
44.3,-87.3
44.3,-87.26
44.3,-87.22
44.3,-87.18
44.3,-87.14
44.3,-87.1
44.3,-87.06
44.3,-87.02
44.3,-86.98
44.3,-86.94
44.3,-86.9
44.3,-86.86
44.3,-86.82
44.3,-86.78
44.3,-86.74
44.3,-86.7
44.3,-86.66
44.3,-86.62
44.3,-86.58
44.3,-86.54
44.3,-86.5
44.3,-86.46
44.3,-86.42
44.3,-86.38
44.3,-86.34
44.34,-87.5
44.34,-87.46
44.34,-87.42
44.34,-87.38
44.34,-87.34
44.34,-87.3
44.34,-87.26
44.34,-87.22
44.34,-87.18
44.34,-87.14
44.34,-87.1
44.34,-87.06
44.34,-87.02
44.34,-86.98
44.34,-86.94
44.34,-86.9
44.34,-86.86
44.34,-86.82
44.34,-86.78
44.34,-86.74
44.34,-86.7
44.34,-86.66
44.34,-86.62
44.34,-86.58
44.34,-86.54
44.34,-86.5
44.34,-86.46
44.34,-86.42
44.34,-86.38
44.34,-86.34
44.38,-87.5
44.38,-87.46
44.38,-87.42
44.38,-87.38
44.38,-87.34
44.38,-87.3
44.38,-87.26
44.38,-87.22
44.38,-87.18
44.38,-87.14
44.38,-87.1
44.38,-87.06
44.38,-87.02
44.38,-86.98
44.38,-86.94
44.38,-86.9
44.38,-86.86
44.38,-86.82
44.38,-86.78
44.38,-86.74
44.38,-86.7
44.38,-86.66
44.38,-86.62
44.38,-86.58
44.38,-86.54
44.38,-86.5
44.38,-86.46
44.38,-86.42
44.38,-86.38
44.38,-86.34
44.38,-86.3
44.42,-87.5
44.42,-87.46
44.42,-87.42
44.42,-87.38
44.42,-87.34
44.42,-87.3
44.42,-87.26
44.42,-87.22
44.42,-87.18
44.42,-87.14
44.42,-87.1
44.42,-87.06
44.42,-87.02
44.42,-86.98
44.42,-86.94
44.42,-86.9
44.42,-86.86
44.42,-86.82
44.42,-86.78
44.42,-86.74
44.42,-86.7
44.42,-86.66
44.42,-86.62
44.42,-86.58
44.42,-86.54
44.42,-86.5
44.42,-86.46
44.42,-86.42
44.42,-86.38
44.42,-86.34
44.42,-86.3
44.42,-86.26
44.46,-87.46
44.46,-87.42
44.46,-87.38
44.46,-87.34
44.46,-87.3
44.46,-87.26
44.46,-87.22
44.46,-87.18
44.46,-87.14
44.46,-87.1
44.46,-87.06
44.46,-87.02
44.46,-86.98
44.46,-86.94
44.46,-86.9
44.46,-86.86
44.46,-86.82
44.46,-86.78
44.46,-86.74
44.46,-86.7
44.46,-86.66
44.46,-86.62
44.46,-86.58
44.46,-86.54
44.46,-86.5
44.46,-86.46
44.46,-86.42
44.46,-86.38
44.46,-86.34
44.46,-86.3
44.5,-87.46
44.5,-87.42
44.5,-87.38
44.5,-87.34
44.5,-87.3
44.5,-87.26
44.5,-87.22
44.5,-87.18
44.5,-87.14
44.5,-87.1
44.5,-87.06
44.5,-87.02
44.5,-86.98
44.5,-86.94
44.5,-86.9
44.5,-86.86
44.5,-86.82
44.5,-86.78
44.5,-86.74
44.5,-86.7
44.5,-86.66
44.5,-86.62
44.5,-86.58
44.5,-86.54
44.5,-86.5
44.5,-86.46
44.5,-86.42
44.5,-86.38
44.5,-86.34
44.5,-86.3
44.5,-86.26
44.54,-87.42
44.54,-87.38
44.54,-87.34
44.54,-87.3
44.54,-87.26
44.54,-87.22
44.54,-87.18
44.54,-87.14
44.54,-87.1
44.54,-87.06
44.54,-87.02
44.54,-86.98
44.54,-86.94
44.54,-86.9
44.54,-86.86
44.54,-86.82
44.54,-86.78
44.54,-86.74
44.54,-86.7
44.54,-86.66
44.54,-86.62
44.54,-86.58
44.54,-86.54
44.54,-86.5
44.54,-86.46
44.54,-86.42
44.54,-86.38
44.54,-86.34
44.54,-86.3
44.54,-86.26
44.58,-87.42
44.58,-87.38
44.58,-87.34
44.58,-87.3
44.58,-87.26
44.58,-87.22
44.58,-87.18
44.58,-87.14
44.58,-87.1
44.58,-87.06
44.58,-87.02
44.58,-86.98
44.58,-86.94
44.58,-86.9
44.58,-86.86
44.58,-86.82
44.58,-86.78
44.58,-86.74
44.58,-86.7
44.58,-86.66
44.58,-86.62
44.58,-86.58
44.58,-86.54
44.58,-86.5
44.58,-86.46
44.58,-86.42
44.58,-86.38
44.58,-86.34
44.58,-86.3
44.58,-86.26
44.62,-87.38
44.62,-87.34
44.62,-87.3
44.62,-87.26
44.62,-87.22
44.62,-87.18
44.62,-87.14
44.62,-87.1
44.62,-87.06
44.62,-87.02
44.62,-86.98
44.62,-86.94
44.62,-86.9
44.62,-86.86
44.62,-86.82
44.62,-86.78
44.62,-86.74
44.62,-86.7
44.62,-86.66
44.62,-86.62
44.62,-86.58
44.62,-86.54
44.62,-86.5
44.62,-86.46
44.62,-86.42
44.62,-86.38
44.62,-86.34
44.62,-86.3
44.62,-86.26
44.66,-87.38
44.66,-87.34
44.66,-87.3
44.66,-87.26
44.66,-87.22
44.66,-87.18
44.66,-87.14
44.66,-87.1
44.66,-87.06
44.66,-87.02
44.66,-86.98
44.66,-86.94
44.66,-86.9
44.66,-86.86
44.66,-86.82
44.66,-86.78
44.66,-86.74
44.66,-86.7
44.66,-86.66
44.66,-86.62
44.66,-86.58
44.66,-86.54
44.66,-86.5
44.66,-86.46
44.66,-86.42
44.66,-86.38
44.66,-86.34
44.66,-86.3
44.7,-87.34
44.7,-87.3
44.7,-87.26
44.7,-87.22
44.7,-87.18
44.7,-87.14
44.7,-87.1
44.7,-87.06
44.7,-87.02
44.7,-86.98
44.7,-86.94
44.7,-86.9
44.7,-86.86
44.7,-86.82
44.7,-86.78
44.7,-86.74
44.7,-86.7
44.7,-86.66
44.7,-86.62
44.7,-86.58
44.7,-86.54
44.7,-86.5
44.7,-86.46
44.7,-86.42
44.7,-86.38
44.7,-86.34
44.7,-86.3
44.74,-87.3
44.74,-87.26
44.74,-87.22
44.74,-87.18
44.74,-87.14
44.74,-87.1
44.74,-87.06
44.74,-87.02
44.74,-86.98
44.74,-86.94
44.74,-86.9
44.74,-86.86
44.74,-86.82
44.74,-86.78
44.74,-86.74
44.74,-86.7
44.74,-86.66
44.74,-86.62
44.74,-86.58
44.74,-86.54
44.74,-86.5
44.74,-86.46
44.74,-86.42
44.74,-86.38
44.74,-86.34
44.74,-86.3
44.74,-86.26
44.74,-86.22
44.74,-86.18
44.78,-87.3
44.78,-87.26
44.78,-87.22
44.78,-87.18
44.78,-87.14
44.78,-87.1
44.78,-87.06
44.78,-87.02
44.78,-86.98
44.78,-86.94
44.78,-86.9
44.78,-86.86
44.78,-86.82
44.78,-86.78
44.78,-86.74
44.78,-86.7
44.78,-86.66
44.78,-86.62
44.78,-86.58
44.78,-86.54
44.78,-86.5
44.78,-86.46
44.78,-86.42
44.78,-86.38
44.78,-86.34
44.78,-86.3
44.78,-86.26
44.78,-86.22
44.78,-86.18
44.78,-86.14
44.78,-86.1
44.82,-87.26
44.82,-87.22
44.82,-87.18
44.82,-87.14
44.82,-87.1
44.82,-87.06
44.82,-87.02
44.82,-86.98
44.82,-86.94
44.82,-86.9
44.82,-86.86
44.82,-86.82
44.82,-86.78
44.82,-86.74
44.82,-86.7
44.82,-86.66
44.82,-86.62
44.82,-86.58
44.82,-86.54
44.82,-86.5
44.82,-86.46
44.82,-86.42
44.82,-86.38
44.82,-86.34
44.82,-86.3
44.82,-86.26
44.82,-86.22
44.82,-86.18
44.82,-86.14
44.82,-86.1
44.86,-87.22
44.86,-87.18
44.86,-87.14
44.86,-87.1
44.86,-87.06
44.86,-87.02
44.86,-86.98
44.86,-86.94
44.86,-86.9
44.86,-86.86
44.86,-86.82
44.86,-86.78
44.86,-86.74
44.86,-86.7
44.86,-86.66
44.86,-86.62
44.86,-86.58
44.86,-86.54
44.86,-86.5
44.86,-86.46
44.86,-86.42
44.86,-86.38
44.86,-86.34
44.86,-86.3
44.86,-86.26
44.86,-86.22
44.86,-86.18
44.86,-86.14
44.86,-86.1
44.9,-87.18
44.9,-87.14
44.9,-87.1
44.9,-87.06
44.9,-87.02
44.9,-86.98
44.9,-86.94
44.9,-86.9
44.9,-86.86
44.9,-86.82
44.9,-86.78
44.9,-86.74
44.9,-86.7
44.9,-86.66
44.9,-86.62
44.9,-86.58
44.9,-86.54
44.9,-86.5
44.9,-86.46
44.9,-86.42
44.9,-86.38
44.9,-86.34
44.9,-86.3
44.9,-86.26
44.9,-86.22
44.9,-86.18
44.9,-86.14
44.9,-86.1
44.94,-87.14
44.94,-87.1
44.94,-87.06
44.94,-87.02
44.94,-86.98
44.94,-86.94
44.94,-86.9
44.94,-86.86
44.94,-86.82
44.94,-86.78
44.94,-86.74
44.94,-86.7
44.94,-86.66
44.94,-86.62
44.94,-86.58
44.94,-86.54
44.94,-86.5
44.94,-86.46
44.94,-86.42
44.94,-86.38
44.94,-86.34
44.94,-86.3
44.94,-86.26
44.94,-86.22
44.94,-86.18
44.94,-86.14
44.94,-86.1
44.94,-86.06
44.94,-86.02
44.94,-85.98
44.98,-87.14
44.98,-87.1
44.98,-87.06
44.98,-87.02
44.98,-86.98
44.98,-86.94
44.98,-86.9
44.98,-86.86
44.98,-86.82
44.98,-86.78
44.98,-86.74
44.98,-86.7
44.98,-86.66
44.98,-86.62
44.98,-86.58
44.98,-86.54
44.98,-86.5
44.98,-86.46
44.98,-86.42
44.98,-86.38
44.98,-86.34
44.98,-86.3
44.98,-86.26
44.98,-86.22
44.98,-86.18
44.98,-86.14
44.98,-86.1
44.98,-86.06
44.98,-86.02
44.98,-85.98
44.98,-85.94
44.98,-85.9
44.98,-85.86
44.98,-85.82
45.02,-87.1
45.02,-87.06
45.02,-87.02
45.02,-86.98
45.02,-86.94
45.02,-86.9
45.02,-86.86
45.02,-86.82
45.02,-86.78
45.02,-86.74
45.02,-86.7
45.02,-86.66
45.02,-86.62
45.02,-86.58
45.02,-86.54
45.02,-86.5
45.02,-86.46
45.02,-86.42
45.02,-86.38
45.02,-86.34
45.02,-86.3
45.02,-86.26
45.02,-86.22
45.02,-86.18
45.02,-86.14
45.02,-86.1
45.02,-86.06
45.02,-86.02
45.02,-85.98
45.02,-85.94
45.02,-85.9
45.02,-85.86
45.02,-85.82
45.02,-85.78
45.06,-87.1
45.06,-87.06
45.06,-87.02
45.06,-86.98
45.06,-86.94
45.06,-86.9
45.06,-86.86
45.06,-86.82
45.06,-86.78
45.06,-86.74
45.06,-86.7
45.06,-86.66
45.06,-86.62
45.06,-86.58
45.06,-86.54
45.06,-86.5
45.06,-86.46
45.06,-86.42
45.06,-86.38
45.06,-86.34
45.06,-86.3
45.06,-86.26
45.06,-86.22
45.06,-86.18
45.06,-86.14
45.06,-86.1
45.06,-86.06
45.06,-86.02
45.06,-85.98
45.06,-85.94
45.06,-85.9
45.06,-85.86
45.06,-85.82
45.06,-85.78
45.06,-85.74
45.1,-87.06
45.1,-87.02
45.1,-86.98
45.1,-86.94
45.1,-86.9
45.1,-86.86
45.1,-86.82
45.1,-86.78
45.1,-86.74
45.1,-86.7
45.1,-86.66
45.1,-86.62
45.1,-86.58
45.1,-86.54
45.1,-86.5
45.1,-86.46
45.1,-86.42
45.1,-86.38
45.1,-86.34
45.1,-86.3
45.1,-86.26
45.1,-86.22
45.1,-86.18
45.1,-86.14
45.1,-86.1
45.1,-86.06
45.1,-86.02
45.1,-85.98
45.1,-85.94
45.1,-85.9
45.1,-85.86
45.1,-85.82
45.1,-85.78
45.1,-85.74
45.1,-85.7
45.14,-87.02
45.14,-86.98
45.14,-86.94
45.14,-86.9
45.14,-86.86
45.14,-86.82
45.14,-86.78
45.14,-86.74
45.14,-86.7
45.14,-86.66
45.14,-86.62
45.14,-86.58
45.14,-86.54
45.14,-86.5
45.14,-86.46
45.14,-86.42
45.14,-86.38
45.14,-86.34
45.14,-86.3
45.14,-86.26
45.14,-86.22
45.14,-86.18
45.14,-86.14
45.14,-86.1
45.14,-86.06
45.14,-86.02
45.14,-85.98
45.14,-85.94
45.14,-85.9
45.14,-85.86
45.14,-85.82
45.14,-85.78
45.14,-85.74
45.14,-85.7
45.18,-87.02
45.18,-86.98
45.18,-86.94
45.18,-86.9
45.18,-86.86
45.18,-86.82
45.18,-86.78
45.18,-86.74
45.18,-86.7
45.18,-86.66
45.18,-86.62
45.18,-86.58
45.18,-86.54
45.18,-86.5
45.18,-86.46
45.18,-86.42
45.18,-86.38
45.18,-86.34
45.18,-86.3
45.18,-86.26
45.18,-86.22
45.18,-86.18
45.18,-86.14
45.18,-86.1
45.18,-86.06
45.18,-86.02
45.18,-85.98
45.18,-85.94
45.18,-85.9
45.18,-85.86
45.18,-85.82
45.18,-85.78
45.18,-85.74
45.18,-85.7
45.18,-85.66
45.18,-85.62
45.22,-86.98
45.22,-86.94
45.22,-86.9
45.22,-86.86
45.22,-86.82
45.22,-86.78
45.22,-86.74
45.22,-86.7
45.22,-86.66
45.22,-86.62
45.22,-86.58
45.22,-86.54
45.22,-86.5
45.22,-86.46
45.22,-86.42
45.22,-86.38
45.22,-86.34
45.22,-86.3
45.22,-86.26
45.22,-86.22
45.22,-86.18
45.22,-86.14
45.22,-86.1
45.22,-86.06
45.22,-86.02
45.22,-85.98
45.22,-85.94
45.22,-85.9
45.22,-85.86
45.22,-85.82
45.22,-85.78
45.22,-85.74
45.22,-85.7
45.22,-85.66
45.22,-85.62
45.26,-86.94
45.26,-86.9
45.26,-86.86
45.26,-86.82
45.26,-86.78
45.26,-86.74
45.26,-86.7
45.26,-86.66
45.26,-86.62
45.26,-86.58
45.26,-86.54
45.26,-86.5
45.26,-86.46
45.26,-86.42
45.26,-86.38
45.26,-86.34
45.26,-86.3
45.26,-86.26
45.26,-86.22
45.26,-86.18
45.26,-86.14
45.26,-86.1
45.26,-86.06
45.26,-86.02
45.26,-85.98
45.26,-85.94
45.26,-85.9
45.26,-85.86
45.26,-85.82
45.26,-85.78
45.26,-85.74
45.26,-85.7
45.26,-85.66
45.26,-85.62
45.26,-85.58
45.26,-85.54
45.26,-85.5
45.3,-86.9
45.3,-86.86
45.3,-86.82
45.3,-86.78
45.3,-86.74
45.3,-86.7
45.3,-86.66
45.3,-86.62
45.3,-86.58
45.3,-86.54
45.3,-86.5
45.3,-86.46
45.3,-86.42
45.3,-86.38
45.3,-86.34
45.3,-86.3
45.3,-86.26
45.3,-86.22
45.3,-86.18
45.3,-86.14
45.3,-86.1
45.3,-86.06
45.3,-86.02
45.3,-85.98
45.3,-85.94
45.3,-85.9
45.3,-85.86
45.3,-85.82
45.3,-85.78
45.3,-85.74
45.3,-85.7
45.3,-85.66
45.3,-85.62
45.3,-85.58
45.3,-85.54
45.3,-85.5
45.3,-85.46
45.3,-85.42
45.3,-85.38
45.34,-86.86
45.34,-86.82
45.34,-86.78
45.34,-86.74
45.34,-86.7
45.34,-86.66
45.34,-86.62
45.34,-86.58
45.34,-86.54
45.34,-86.5
45.34,-86.46
45.34,-86.42
45.34,-86.38
45.34,-86.34
45.34,-86.3
45.34,-86.26
45.34,-86.22
45.34,-86.18
45.34,-86.14
45.34,-86.1
45.34,-86.06
45.34,-86.02
45.34,-85.98
45.34,-85.94
45.34,-85.9
45.34,-85.86
45.34,-85.82
45.34,-85.78
45.34,-85.74
45.34,-85.7
45.34,-85.66
45.34,-85.62
45.34,-85.58
45.34,-85.54
45.34,-85.5
45.34,-85.46
45.34,-85.42
45.34,-85.38
45.34,-85.34
45.34,-85.3
45.34,-85.26
45.38,-86.82
45.38,-86.78
45.38,-86.74
45.38,-86.7
45.38,-86.66
45.38,-86.62
45.38,-86.58
45.38,-86.54
45.38,-86.5
45.38,-86.46
45.38,-86.42
45.38,-86.38
45.38,-86.34
45.38,-86.3
45.38,-86.26
45.38,-86.22
45.38,-86.18
45.38,-86.14
45.38,-86.1
45.38,-86.06
45.38,-86.02
45.38,-85.98
45.38,-85.94
45.38,-85.9
45.38,-85.86
45.38,-85.82
45.38,-85.78
45.38,-85.74
45.38,-85.7
45.38,-85.66
45.38,-85.62
45.38,-85.58
45.38,-85.54
45.38,-85.5
45.38,-85.46
45.38,-85.42
45.38,-85.38
45.38,-85.34
45.38,-85.3
45.38,-85.26
45.38,-85.22
45.38,-85.18
45.42,-86.82
45.42,-86.78
45.42,-86.74
45.42,-86.7
45.42,-86.66
45.42,-86.62
45.42,-86.58
45.42,-86.54
45.42,-86.5
45.42,-86.46
45.42,-86.42
45.42,-86.38
45.42,-86.34
45.42,-86.3
45.42,-86.26
45.42,-86.22
45.42,-86.18
45.42,-86.14
45.42,-86.1
45.42,-86.06
45.42,-86.02
45.42,-85.98
45.42,-85.94
45.42,-85.9
45.42,-85.86
45.42,-85.82
45.42,-85.78
45.42,-85.74
45.42,-85.7
45.42,-85.66
45.42,-85.62
45.42,-85.58
45.42,-85.54
45.42,-85.5
45.42,-85.46
45.42,-85.42
45.42,-85.38
45.42,-85.34
45.42,-85.3
45.42,-85.26
45.42,-85.22
45.42,-85.18
45.42,-85.14
45.42,-85.1
45.42,-85.06
45.42,-85.02
45.42,-84.98
45.42,-84.94
45.46,-86.78
45.46,-86.74
45.46,-86.7
45.46,-86.66
45.46,-86.62
45.46,-86.58
45.46,-86.54
45.46,-86.5
45.46,-86.46
45.46,-86.42
45.46,-86.38
45.46,-86.34
45.46,-86.3
45.46,-86.26
45.46,-86.22
45.46,-86.18
45.46,-86.14
45.46,-86.1
45.46,-86.06
45.46,-86.02
45.46,-85.98
45.46,-85.94
45.46,-85.9
45.46,-85.86
45.46,-85.82
45.46,-85.78
45.46,-85.74
45.46,-85.7
45.46,-85.66
45.46,-85.62
45.46,-85.58
45.46,-85.54
45.46,-85.5
45.46,-85.46
45.46,-85.42
45.46,-85.38
45.46,-85.34
45.46,-85.3
45.46,-85.26
